eventid,iyear,imonth,iday,country,country_txt,provstate,city,latitude,longitude,summary,multiple,success,suicide,attacktype1,attacktype1_txt,targtype1,targtype1_txt,corp1,target1,gname,motive,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weapdetail,nkill,nkillter,nwound,nwoundte,ishostkid,nhostkid,hostkidoutcome,hostkidoutcome_txt,nreleased,related
2.01E+11,2014,1,14,78,Greece,Attica,Athens,37.978431,23.737712,"01/14/2014: An explosive device detonated outside the office of Yiannis Michelakis, the Interior Minister, on Amerikis Street, Athens city, Attica region, Greece. Although there were no reported casualties, the building was damaged in the blast. Zero Tolerance claimed responsibility for the incident.",0,1,0,3,Bombing/Explosion,2,Government (General),Greek Ministry of the Interior,Minister: Yiannis Michelakis,Zero Tolerance,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,A roadside bomb made from cooking gas canisters was used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2014,1,15,54,Czech Republic,Central Bohemia,Orlov,49.688262,13.947761,"01/15/2014: A letter bomb detonated at a pool manufacturing company in Orlov village, Prague city, Prague region, Czech Republic. One civilian was killed and one was injured by the blast. No group claimed responsibility for the incident.",0,1,0,3,Bombing/Explosion,1,Business,Unknown,Pool Manufacturing Company,Unknown,,6,Explosives/Bombs/Dynamite,9,Letter Bomb,,1,0,1,0,0,,,,,
2.01E+11,2014,1,16,1003,Kosovo,Kosovska Mitrovica,Mitrovica,42.877353,20.861252,"01/16/2014: Gunmen attacked Dimitrije Janicijevic in Mitrovica city, Kosovo municipality, Kosovo. Janicijevic, a Mitrovica Council member with the Independent Liberal Party (SLS), was killed in the attack. No group claimed responsibility for the incident.",0,1,0,1,Assassination,2,Government (General),Government of Mitrovica,Councilor: Dimitrije Janicijevic,Unknown,,5,Firearms,3,Handgun,A silenced handgun was used in the attack.,1,0,0,0,0,,,,,
2.01E+11,2014,1,17,167,Russia,Dagestan,Makhachkala,42.966631,47.512629,"01/17/2014: Assailants fired a grenade into a building housing a restaurant in Makhachkala city, Dagestan republic, Russia. No injuries were reported, but the building was damaged. This was one of two attacks on the restaurant on this date; this first blast drew people to the scene where they were targeted by the second attack. No group claimed responsibility for the incidents.",1,1,0,3,Bombing/Explosion,1,Business,Unknown,Restaurant,Unknown,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",A rocket-propelled grenade was used in the attack.,0,0,0,0,0,,,,,"201401170011, 201401170012"
2.01E+11,2014,1,17,167,Russia,Dagestan,Makhachkala,42.966631,47.512629,"01/17/2014: An explosives-laden vehicle detonated outside of a restaurant in Makhachkala city, Dagestan republic, Russia. At least nine people were wounded as a result of the blast. This was one of two attacks on the restaurant on this date; this second attack targeted people drawn to the scene by the first explosion. No group claimed responsibility for the incidents.",1,1,0,3,Bombing/Explosion,1,Business,Unknown,Restaurant,Unknown,,6,Explosives/Bombs/Dynamite,15,Vehicle,,0,0,9,0,0,,,,,"201401170012, 201401170011"
2.01E+11,2014,1,18,69,France,Poitou-Charentes,Lezay,46.266052,-0.011459,"01/18/2014: Assailants set a gas cylinder on fire at a cattle market in Lezay, Poitou-Charentes region, France. There were no reported casualties in the attack. The Justice Department, an animal rights group, claimed responsibility for the incident.",0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Unknown,Cattle Market,The Justice Department,,8,Incendiary,20,Gasoline or Alcohol,A gas cylinder and a blowtorch were used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2014,1,21,214,Ukraine,Kiev,Kiev,50.4501,30.5234,"01/21/2014: Assailants abducted Dmitry Bulatov from Kiev city, Kiev municipality, Ukraine. Bulatov, a journalist and activist, was beaten and otherwise wounded before being released on January 30, 2014. No group claimed responsibility for the incident.",0,1,0,6,Hostage Taking (Kidnapping),14,Private Citizens & Property,Unknown,Anti-Government Activist: Dmitry Bulatov,Unknown,"The specific motive is unknown; however, sources posited that the attack was carried out in order to obtain information from the victim regarding funding for the protest movement.",9,Melee,23,Knife or Other Sharp Object,,0,0,1,0,1,1,2,Hostage(s) released by perpetrators,1,
2.01E+11,2014,1,22,69,France,Provence-Alpes-Cote d'Azur,Aix-en-Provence,43.529873,5.447689,"01/22/2014: An explosive device detonated outside of a tax office in Aix-en-Provence city, Alpes Cote d'Azur region, France. There were no reported casualties; however, the building was slightly damaged. The National Liberation Front of Provence (FLNP) claimed responsibility for the attack in graffiti left at the scene.",0,1,0,3,Bombing/Explosion,2,Government (General),Government of France,Tax Office,National Liberation Front of Provence (FLNP),,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,0,0,0,0,0,,,,,
2.01E+11,2014,1,24,98,Italy,Lazio,Rome,41.899211,12.492721,"01/24/2014: An explosive device detonated near the Church of Saint-Yes des Bretons in Rome city, Lazio province, Italy. There were no reported casualties; however, several buildings and cars were damaged by the blast. No group claimed responsibility for the incident.",0,1,0,3,Bombing/Explosion,15,Religious Figures/Institutions,Les Pieux Etablissements de la France,Church of Saint-Yes des Bretons,Unknown,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,A makeshift roadside bomb was used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2014,1,28,603,United Kingdom,Northern Ireland,Belfast,54.577584,-5.921082,"01/28/2014: Assailants threw a petrol bomb at a civilian home on Agra Street in Belfast city, Belfast district, Northern Ireland, United Kingdom. There were no reported casualties, but the targeted house was damaged in the attack. No group claimed responsibility for the incident.",0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Not Applicable,House,Unknown,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,A petrol bomb was used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2014,1,31,214,Ukraine,Kiev,Kiev,50.447886,30.528839,"01/31/2014: Assailants abducted Nikita Perfilyev and Anton Zakharov in Kiev city, Kiev municipality, Ukraine. The two victims, a journalist and cameraman for KazanFirst Online News Portal, were beaten and otherwise injured before being released on or around February 2, 2014. No group claimed responsibility for the incident.",0,1,0,6,Hostage Taking (Kidnapping),10,Journalists & Media,KazanFirst Online News Portal,"Journalists: Nikita Perfilyev, Anton Zarkharov",Unknown,,9,Melee,27,Unknown Weapon Type,,0,0,2,0,1,2,2,Hostage(s) released by perpetrators,2,
2.01E+11,2014,2,3,198,Sweden,Skane,Malmo,55.584285,13.045573,"02/03/2014: An explosive device detonated outside of a justice center in Malmo, Sweden. No casualties were reported; however, the building was damaged by the blast. No group claimed responsibility for the incident.",0,1,0,3,Bombing/Explosion,2,Government (General),Swedish Ministry of Justice,Justice Center,Unknown,,6,Explosives/Bombs/Dynamite,15,Vehicle,,0,0,0,0,0,,,,,
2.01E+11,2014,2,6,214,Ukraine,Kiev,Kiev,50.4501,30.5234,"02/06/2014: An explosive device detonated at the House of Trade Unions building in Kiev city, Kiev municipality, Ukraine. One person was injured in the blast. No group claimed responsibility for the incident.",0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Trade Unions Building,Protest Headquarters,Unknown,"The specific motive is unknown; however, sources noted that the House of Trade Unions building was being used as the headquarters of the opposition at the time of the attack.",6,Explosives/Bombs/Dynamite,17,Other Explosive Type,"An explosive device placed inside a box labeled ""medical supplies"" was used in the attack.",0,0,1,0,0,,,,,
2.01E+11,2014,2,7,214,Ukraine,Kharkiv,Kharkiv,49.9935,36.230383,"02/07/2014: An assailant attempted to hijack an airliner in Kharkiv city, Kharkiv oblast, Ukraine. The assailant, a Ukrainian, had tried to divert the plane to Sochi city, Russia; however, the plane landed safely in Istanbul city, Turkey. No group claimed responsibility for the incident.",0,0,0,4,Hijacking,6,Airports & Aircraft,Pegasus Airlines,Airplane,Anti-Yanukovych extremists,"An unaffiliated individual, identified as Artem Hozlov, claimed responsibility for the incident and stated that President Viktor Yanukovych's ""hands are drenched in blood.""",7,Fake Weapons,,,,0,0,0,0,0,,,,,
2.01E+11,2014,2,8,603,United Kingdom,Northern Ireland,Ahoghill,54.823455,-6.389992,"02/08/2014: A remote-controlled explosive device detonated near the Ulster Gaelic Athletic Association (GAA) near Ahogill town, Ballymena district, Northern Ireland, United Kingdom. No one was injured; however, the building was damaged. No group claimed responsibility for the incident; however, officials attributed the attack to loyalists.",0,1,0,3,Bombing/Explosion,1,Business,Gaelic Athletic Association (GAA),Athletic Club,Loyalists,"The specific motive is unknown; however, sources speculated that the attack may be part of a larger trend of sectarian violence in Northern Ireland.",6,Explosives/Bombs/Dynamite,14,Time Fuse,A timed pipe bomb was used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2014,2,9,167,Russia,Sakhalin,Yuzhno-Sakhalinsk,46.964791,142.725341,"02/09/2014: An assailant opened fire inside the Resurrection Cathedral in Yuzhno-Sakhalinsk city, Sakhalin Oblast, Russia. Two people, a nun and a parishioner, were killed and six others were injured in the attack. No group claimed responsibility for the incident.",0,1,0,2,Armed Assault,15,Religious Figures/Institutions,Resurrection Cathedral,Cathedral,Unknown,,5,Firearms,4,Rifle/Shotgun (non-automatic),A shotgun was used in the attack.,2,0,6,0,0,,,,,
2.01E+11,2014,2,11,603,United Kingdom,England,Bristol,51.462394,-2.613278,"02/11/2014: Assailants set fire to three military vehicles at the Royal Marine Force Voluntary Reserve base in Litfield Place, Bristol city, South West region, England, United Kingdom. No casualties were reported, but the three vehicles were severely damaged in the arson attack. The Informal Anarchist Federation claimed responsibility for the incident, saying they disagreed with military recruitment policies.",0,1,0,7,Facility/Infrastructure Attack,4,Military,Royal Marine Force Voluntary Reserve,Vehicles,Informal Anarchist Federation,The Informal Anarchist Federation claimed responsibility for the incident and criticized the military's recruitment strategies.,8,Incendiary,18,Arson/Fire,,0,0,0,0,0,,,,,
2.01E+11,2014,2,11,603,United Kingdom,England,Chatham,51.380833,0.522564,"02/11/2014: Assailants mailed a letter-bomb to a military recruiting office in Chatham city, South East region, England, United Kingdom. The device was successfully defused without any damages or injuries. This was one of two letter bombs mailed to recruiting offices in Great Britain on this day. The New Irish Republican Army claimed responsibility for the incident.",1,0,0,3,Bombing/Explosion,4,Military,British Army,Recruiting Office,The New Irish Republican Army,,6,Explosives/Bombs/Dynamite,9,Letter Bomb,,0,0,0,0,0,,,,,"201402110036, 201402110037"
2.01E+11,2014,2,11,603,United Kingdom,England,Reading,51.453628,-0.976834,"02/11/2014: Assailants mailed a letter-bomb to a military recruiting office in Reading city, South East region, England, United Kingdom. The device was successfully defused without any damages or injuries. This was one of two letter bombs mailed to recruiting offices in Great Britain on this day. The New Irish Republican Army claimed responsibility for the incident.",1,0,0,3,Bombing/Explosion,4,Military,British Army,Recruiting Office,The New Irish Republican Army,,6,Explosives/Bombs/Dynamite,9,Letter Bomb,,0,0,0,0,0,,,,,"201402110037, 201402110036"
2.01E+11,2014,2,11,603,United Kingdom,Northern Ireland,Craigavon,54.455782,-6.359996,"02/11/2014: An explosive device was discovered and defused in a residential area in Craigavon settlement, Craigavon district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",0,0,0,3,Bombing/Explosion,20,Unknown,Unknown,Unknown,Unknown,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,0,0,0,0,0,,,,,
2.01E+11,2014,2,12,603,United Kingdom,England,Aldershot,51.245443,-0.756011,"02/12/2014: Assailants mailed a letter-bomb to a military recruiting office in Aldershot city, South East region, England, United Kingdom. The device was successfully defused without any damages or injuries. The New Irish Republican Army claimed responsibility for the incident.",0,0,0,3,Bombing/Explosion,4,Military,British Army,Recruiting Office,The New Irish Republican Army,,6,Explosives/Bombs/Dynamite,9,Letter Bomb,A crude letter bomb was used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2014,2,12,214,Ukraine,Kiev,Kiev,50.431287,30.533786,"02/12/2014: Assailants threw Molotov cocktails at the police directorate for Pecherskyy neighborhood, Kiev city, Kiev city municipality, Ukraine. No one was injured in the blast; however, the building caught on fire. No group claimed responsibility for the incident.",0,1,0,7,Facility/Infrastructure Attack,3,Police,Militsiya,Police Station,Unknown,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,A petrol bomb was used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2014,2,12,603,United Kingdom,Northern Ireland,Newry,54.156406,-6.349269,"02/12/2014: Assailants threw two pipe bombs at a civilian residence in Patrician Park neighborhood, Newry city, Newry and Mourne district, Northern Ireland, United Kingdom. There were no reported casualties; however, houses and vehicles were damaged in the blast. Security forces uncovered three additional pipe bombs when they searched the surrounding area. No group claimed responsibility for the incident.",0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Not Applicable,House,Unknown,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,Two pipe bombs were used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2014,2,13,603,United Kingdom,England,Brighton,50.826382,-0.142163,"02/13/2014: Assailants mailed a letter-bomb to a military recruiting office in Brighton city, South East region, England, United Kingdom. The device was successfully defused without any damages or injuries. The New Irish Republican Army claimed responsibility for the incident.",1,0,0,3,Bombing/Explosion,4,Military,British Army,Recruiting Office,The New Irish Republican Army,,6,Explosives/Bombs/Dynamite,9,Letter Bomb,,0,0,0,0,0,,,,,"201402130041, 201402130038, 201402130042, 201402130043"
2.01E+11,2014,2,13,603,United Kingdom,England,Canterbury,51.278981,1.081234,"02/13/2014: Assailants mailed a letter-bomb to a military recruiting office in Canterbury city, South East region, England, United Kingdom. The device was successfully defused without any damages or injuries. The New Irish Republican Army claimed responsibility for the incident.",1,0,0,3,Bombing/Explosion,4,Military,British Army,Recruiting Office,The New Irish Republican Army,,6,Explosives/Bombs/Dynamite,9,Letter Bomb,,0,0,0,0,0,,,,,"201402130042, 201402130038, 201402130041, 201402130043"
2.01E+11,2014,2,13,603,United Kingdom,England,Slough,51.509614,-0.595316,"02/13/2014: Assailants mailed a letter-bomb to a military recruiting office in a shopping center in Slough city, South East region, England, United Kingdom. The device was successfully defused without any damages or injuries. The New Irish Republican Army claimed responsibility for the incident.",1,0,0,3,Bombing/Explosion,4,Military,British Army,Recruiting Office,The New Irish Republican Army,,6,Explosives/Bombs/Dynamite,9,Letter Bomb,,0,0,0,0,0,,,,,"201402130043, 201402130038, 201402130041, 201402130042"
2.01E+11,2014,2,13,603,United Kingdom,England,Oxford,51.758457,-1.260852,"02/13/2014: Assailants mailed a letter-bomb to a British Army recruiting office in Oxford city, Southeast England, England, United Kingdom. The device was successfully defused without any damages or injuries. This was one of four such devices sent to recruitment offices in England on this day. The New Irish Republican Army claimed responsibility for these attacks.",1,0,0,3,Bombing/Explosion,4,Military,British Army,Recruiting Office,The New Irish Republican Army,,6,Explosives/Bombs/Dynamite,9,Letter Bomb,,0,0,0,0,0,,,,,"201402140038, 201402130041, 201402130042, 201402130043"
2.01E+11,2014,2,16,118,Macedonia,Polog,Tetovo,42.003132,20.966021,"02/16/2014: A grenade detonated near a group of Roma children in Tetovo city, Polog region, Macedonia. At least five children were injured as a result of the blast. No group claimed responsibility for the attack.",0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Not Applicable,Children,Unknown,,6,Explosives/Bombs/Dynamite,7,Grenade,A hand grenade was thrown in the attack.,0,0,5,0,0,,,,,
2.01E+11,2014,2,18,214,Ukraine,Kiev,Kiev,50.4501,30.5234,"02/18/2014: Assailants set fire to the Trade Unions House in Kiev city, Kiev municipality, Ukraine. There were no reports of casualties in the attack, but the building was damaged. No group claimed responsibility for the attack; however, the Ukrainian Interior Ministry attributed the incident to the Right Sector.",0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Trade Unions Building,Protest Headquarters,Right Sector,,8,Incendiary,18,Arson/Fire,,0,0,0,0,0,,,,,
2.01E+11,2014,2,18,214,Ukraine,Dnipropetrovsk,Dnipropetrovsk,48.470282,35.03337,"02/18/2014: Assailants attempted to set fire to a Ukrainian Democratic Alliance for Reform (UDAR) office in Dnipropetrovsk city, Dnipropetrovsk oblast, Ukraine. This was one of two such attacks on UDAR offices in Dnipropetrovsk oblast on this night. No casualties were reported and no group claimed responsibility for the incident.",1,0,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Ukrainian Democratic Alliance for Reform (UDAR),Office,Unknown,,8,Incendiary,18,Arson/Fire,,0,0,0,0,0,,,,,"201402180021, 201402180023"
2.01E+11,2014,2,19,214,Ukraine,Dnipropetrovsk,Kryvyi Rih,47.90938,33.391125,"02/19/2014: Assailants attempted to set fire to a Ukrainian Democratic Alliance for Reform (UDAR) office in Kryvyi Rih city, Dnipropetrovsk oblast, Ukraine. This was one of two such attacks on UDAR offices in Dnipropetrovsk oblast on this night. No casualties were reported and no group claimed responsibility for the incident.",1,0,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Ukrainian Democratic Alliance for Reform (UDAR),Office,Unknown,,8,Incendiary,18,Arson/Fire,,0,0,0,0,0,,,,,"201402180023, 201402180021"
2.01E+11,2014,2,19,214,Ukraine,Kiev,Kiev,50.4501,30.5234,"02/19/2014: Assailants attacked Vyacheslav Veremyi in Kiev city, Kiev oblast, Ukraine. Sources indicated that Veremyi, a journalist with the Vesti newspaper, was killed after showing his press credentials. At least two other people were also wounded in the attack. No group claimed responsibility for the incident.",0,1,0,1,Assassination,10,Journalists & Media,Vesti Newspaper,Journalist: Vyacheslav Veremyi,Unknown,,5,Firearms,5,Unknown Gun Type,,1,0,2,0,0,,,,,
2.01E+11,2014,2,19,214,Ukraine,Kharkiv,Kharkiv,49.9935,36.230383,"02/19/2014: Assailants attempted to set fire to a Svoboda Party office in Kharkiv city, Kharkiv oblast, Ukraine. No casualties were reported. This was one of two such attacks on Svoboda Party offices in Ukraine on this day. No group claimed responsibility for the incidents.",1,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,All-Ukrainian Union 'Svoboda',Office,Unknown,,8,Incendiary,18,Arson/Fire,,0,0,0,0,0,,,,,"201402190035, 201402190036"
2.01E+11,2014,2,19,214,Ukraine,Poltava,Poltava,49.588267,34.551417,"02/19/2014: Assailants threw Molotov cocktails into a Svoboda Party office in Poltava city, Poltava oblast, Ukraine. No casualties were reported. This was one of two such attacks on Svoboda Party offices in Ukraine on this day. No group claimed responsibility for the incidents.",1,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,All-Ukrainian Union 'Svoboda',Office,Unknown,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,Four petrol bombs were used in the attack.,0,0,0,0,0,,,,,"201402190036, 201402190035"
2.01E+11,2014,2,19,214,Ukraine,Kherson,Kherson,46.635417,32.616867,"02/19/2014: Three explosive devices detonated outside of a Party of the Defenders of the Fatherland office in Kherson city, Kherson oblast, Ukraine. No casualties were reported. No group claimed responsibility for the incident.",0,0,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Party of the Defenders of the Fatherland,Office,Unknown,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,Three petrol bombs were used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2014,2,20,214,Ukraine,Odessa,Odessa,46.48153,30.72315,"02/20/2014: Assailants threw petrol bombs at a local branch office for the Party of the Defenders of the Fatherland in Odessa city, Odessa oblast, Ukraine. The device damaged a window, but no casualties were reported. No group claimed responsibility for the attack.",0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Party of the Defenders of the Fatherland,Local Branch Office,Unknown,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,Petrol bombs were used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2014,2,20,98,Italy,Emilia-Romagna,Modena,44.698889,10.659177,"02/20/2014: An explosive device was discovered and defused outside of a Northern League office in Modena city, Emilia-Romagna region, Italy. No group claimed responsibility for the incident.",0,0,0,3,Bombing/Explosion,14,Private Citizens & Property,Northern League,Offices,Unknown,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,A crude bomb made from three sticks of explosives was used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2014,2,23,118,Macedonia,Skopje,Skopje,41.996115,21.399967,"02/23/2014: An explosive device was thrown near the office of the Social Democratic Alliance of Macedonia (SDSM) in Karpos district, Skopje city, Skopje region, Macedonia. No one was injured in the blast; however, the building and five nearby vehicles were damaged. No group claimed responsibility for the incident.",0,1,0,3,Bombing/Explosion,2,Government (General),Social Democratic Alliance of Macedonia (SDSM),Office Building,Unknown,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,0,0,0,0,0,,,,,
2.01E+11,2014,2,25,603,United Kingdom,England,Stevenage,51.900123,-0.202148,"02/25/2014: Assailants set a mosque on fire in Stevenage town, England, United Kingdom. No one was injured in the attack, but the mosque was damaged. No group claimed responsibility for the incident.",0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,Stevenage Central Mosque,Mosque,Unknown,,8,Incendiary,18,Arson/Fire,,0,0,0,0,0,,,,,
2.01E+11,2014,2,26,96,Ireland,Dublin,Tallaght,53.274665,-6.376572,"02/26/2014: Three pipe bombs were discovered and defused in Cushlawn area, Tallaght city, South Dublin district, Ireland. No group claimed responsibility for the incident.",0,0,0,3,Bombing/Explosion,20,Unknown,Unknown,Unknown,Unknown,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,Pipe bombs were used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2014,2,26,214,Ukraine,Poltava,Komsomolsk,49.015067,33.646497,"02/26/2014: Assailants attempted to set fire to the home of a pro-government Party of Regions member in Komsomolsk town, Poltava oblast, Ukraine. No casualties were reported. No group claimed responsibility for the incident.",0,1,0,7,Facility/Infrastructure Attack,14,Private Citizens & Property,Party of Regions,Chair of Pyatykhatky District: Volodymyr Chepurko,Unknown,,8,Incendiary,18,Arson/Fire,,0,0,0,0,0,,,,,
2.01E+11,2014,2,25,214,Ukraine,Dnipropetrovsk,Pyatykhatky,48.413611,33.702778,"02/25/2014: Assailants threw Molotov cocktails at the home of Volodymyr Chepurko in Pyatykhatky district, Dnipropetrovsk oblast, Ukraine. Chepurko, the chairman of the Party of Regions' district branch, was unharmed and no other casualties were reported. No group claimed responsibility for the incident.",0,1,0,7,Facility/Infrastructure Attack,2,Government (General),Government of Pyatykhatky,District Chair: Volodymyr Chepurko,Unknown,,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,Molotov cocktails were used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2014,2,27,214,Ukraine,Crimea,Simferopol,44.951679,34.104599,"02/27/2014: Approximately 50 armed assailants took control of the Crimean Parliament and the Crimean Council of Ministers buildings in Simferopol city, Crimea region, Ukraine, No casualties were reported. No group claimed responsibility for the attack; however, authorities attributed the incident to pro-Russian militias.",0,0,0,2,Armed Assault,2,Government (General),Crimean Parliament,Building,Pro-Russia Militia,,5,Firearms,5,Unknown Gun Type,,0,0,0,0,0,,,,,
2.01E+11,2014,2,28,214,Ukraine,Crimea,Unknown,45.283812,34.325856,"02/28/2014: Assailants destroyed the cables of telecommunication nodes in Crimea republic, Ukraine. Telephone and data services were disrupted as a result of the attack. No group claimed responsibility for the incident.",0,1,0,7,Facility/Infrastructure Attack,16,Telecommunication,Ukrtelecom,Telecommunication Nodes,Unknown,,13,Unknown,,,,0,0,0,0,0,,,,,
2.01E+11,2014,2,28,603,United Kingdom,Northern Ireland,Londonderry,54.998494,-7.323815,"02/28/2014: A pipe bomb was discovered and safely detonated in a controlled explosion in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. No group claimed responsibility for the incident.",0,0,0,3,Bombing/Explosion,20,Unknown,Unknown,Unknown,Unknown,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,A pipe bomb was used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2014,3,2,78,Greece,Attica,Athens,37.970681,23.729414,"03/02/2014: Assailants detonated an unknown number of explosive devices at the entrance to Failos Kranidiotis' law office in Athens city, Attica region, Greece. Kranidiotis, an aide to the Greek prime minister, was unharmed in the attack, but the building suffered damages. The Informal Anarchist Federation claimed responsibility for the incident, stating that Kranidiotis was targeted because he was believed to be involved with the ultra-right Golden Dawn party.",0,1,0,3,Bombing/Explosion,14,Private Citizens & Property,New Democracy,Official: Failos Kranidiotis,Informal Anarchist Federation,"In a statement posted online, the Informal Anarchist Federation claimed responsibility for the incident and stated that Failos Kranidiotis was targeted because of his connections to both New Democracy and Golden Dawn.",6,Explosives/Bombs/Dynamite,17,Other Explosive Type,An explosive device hidden in a gas canister was used in the attack.,0,0,0,0,0,,,,,
2.01E+11,2014,3,6,603,United Kingdom,Northern Ireland,Londonderry,54.999502,-7.323907,"03/06/2014: A letter bomb was discovered and defused at the Great James Street mail sorting office in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. The device was targeting prison officers at the Maghaberry Prison. This was one of two letter bombs discovered within 24 hours in mail sorting facilities. No group claimed responsibility for the attacks; however, authorities suspected that the incidents were carried out by dissident republicans.",1,0,0,3,Bombing/Explosion,3,Police,Northern Ireland Prison Service,Maghaberry Prison Officers,Dissident Republicans,,6,Explosives/Bombs/Dynamite,9,Letter Bomb,,0,0,0,0,0,,,,,"201403060041, 201403070032"
2.01E+11,2014,3,7,603,United Kingdom,Northern Ireland,Lisburn,54.510893,-6.042726,"03/07/2014: A letter bomb was discovered and defused at the Linenhall Street mail sorting office in Lisburn city, Lisburn district, Northern Ireland, United Kingdom. The device was targeting prison officers at the Maghaberry Prison. No group claimed responsibility for the attack; however, authorities suspected the incident was carried out by dissident republicans.",0,0,0,3,Bombing/Explosion,3,Police,Northern Ireland Prison Service,Maghaberry Prison Officers,Dissident Republicans,,6,Explosives/Bombs/Dynamite,9,Letter Bomb,,0,0,0,0,0,,,,,
2.01E+11,2014,3,8,603,United Kingdom,Northern Ireland,Londonderry,54.99627,-7.301452,"03/08/2014: A pipe bomb exploded outside the residence of a Romanian family in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. No injuries or damages were reported. This was one of two nearly simultaneous bombings in the Waterside area of the city against Romanian families. No group claimed responsibility for the attacks.",1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Not Applicable,Romanian Family,Unknown,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,A pipe bomb filled with nails was used in the attack.,0,0,0,0,0,,,,,"201403080058, 201403080059"
2.01E+11,2014,3,8,603,United Kingdom,Northern Ireland,Londonderry,54.995317,-7.299878,"03/08/2014: A pipe bomb exploded outside the residence of a Romanian family in Londonderry city, Londonderry district, Northern Ireland, United Kingdom. No one was injured, but a door was damaged in the blast. This was one of two nearly simultaneous bombings in the Waterside area of the city against Romanian families. No group claimed responsibility for the attacks.",1,1,0,3,Bombing/Explosion,14,Private Citizens & Property,Not Applicable,Romanian Family,Unknown,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,A pipe bomb filled with nails was used in the attack.,0,0,0,0,0,,,,,"201403080059, 201403080058"
2.01E+11,2014,3,9,603,United Kingdom,England,Milton Keynes,52.002175,-0.750137,"03/09/2014: An assailant set a mosque on fire in Bletchley area, Milton Keynes town, South East region, England, United Kingdom. No one was injured in the attack, but the mosque was damaged. No group claimed responsibility for the incident; however, authorities arrested a local, Richard Bevington, in connection with the arson.",0,1,0,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,Unknown,Mosque,Anti-Muslim extremists,,8,Incendiary,18,Arson/Fire,,0,0,0,0,0,,,,,
